repo_relative_path,source_origin_path,file_category,source_type,sha256,byte_size,frozen_original_or_wrapper,scientific_artifact,contains_raw_url,contains_site_name,contains_personal_path,contains_credentials,contains_manuscript_content,safety_review_status,publication_status,notes
src/bootstrap/README.md,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/bootstrap/README.md,SOURCE_CODE,COPIED_FROZEN_SCRIPT,ca9bb8c50c47877dc23c66142c030aa32b05e202c08ec04e7ee21b55267e22db,606,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/bootstrap/execute_p3_12_statistical_inference.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/bootstrap/execute_p3_12_statistical_inference.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,e5ff8e7ad157323eaef9cb2b389d3f30461c74f79e2f731f6aa5c205df07e088,27959,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/evaluation/README.md,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/evaluation/README.md,SOURCE_CODE,COPIED_FROZEN_SCRIPT,ca87aa5a6faf8514f3bc83690de28d84eb01b0497a8129574ee2689efd27a716,747,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/evaluation/execute_p3_04_regime_a_seed42_pilot.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/evaluation/execute_p3_04_regime_a_seed42_pilot.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,ab8ea0e54b93d16e26a40c7b08929e7469cbc6f2cf0566257b403784a5f1828d,14728,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/evaluation/execute_p3_05_c42.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/evaluation/execute_p3_05_c42.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,13d5d279a8f491b0463d6539c896a2b6c0faecdee7a197408646a77f723e5d95,8558,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/evaluation/execute_p3_06_regime_a.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/evaluation/execute_p3_06_regime_a.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,3e11dcc1f6ba6d983e494b2bfc84c5cfaa27a07a7dabe955992f6aaf3c132c02,7551,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/evaluation/execute_p3_07_regime_c.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/evaluation/execute_p3_07_regime_c.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,427826b42674a04e60268bec2a3e5a3156c37a2310b03392ae7597ca119f13b6,378,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/evaluation/execute_p3_08_cap_seed42.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/evaluation/execute_p3_08_cap_seed42.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,4e7771e10e7adc2e4a1cd7ddeb53b3f04cb92d917939efe0be956852634e53d8,983,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/evaluation/execute_p3_09_regime_bd.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/evaluation/execute_p3_09_regime_bd.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,a2afa5c879cb40db6825ebd7adef742d75e81d5a8d50335f2f0bdcdc104f3531,409,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/evaluation/execute_p3_10_ablations.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/evaluation/execute_p3_10_ablations.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,358bf792fb2568fb4265604fa3471a162ad24130360c531781ccbdf504e558fa,22344,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/evaluation/execute_p3_14_error_analysis.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/evaluation/execute_p3_14_error_analysis.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,b7d0c774fae6d41189a9286e8baa7debe9a83afed9d84f5f92fb30255f634874,28037,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/evaluation/execute_p3_16_finalization.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/evaluation/execute_p3_16_finalization.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,ea0fed11b80a7061e9172f179a98879a14c9ec5a219871461c511f83e9a11dca,34596,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/features/README.md,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/features/README.md,SOURCE_CODE,COPIED_FROZEN_SCRIPT,122164f3869d903957d9fbd68beff21785c16f8a033b088212fd6035e6f3a80a,644,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/features/phase3_url_features.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/features/phase3_url_features.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,af54af6f783585ebddde994d96be8fdc8751c1225ea0f26cc566910ad64137c0,4919,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/models/README.md,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/models/README.md,SOURCE_CODE,COPIED_FROZEN_SCRIPT,4d3e3ff6b7e30c5e915c895e2daeba6fc69146cb88da721da6413e3cbe91711b,950,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/parsing/README.md,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/parsing/README.md,SOURCE_CODE,COPIED_FROZEN_SCRIPT,e1b72cb0d9660a34d803a23ade33ce78090d4a5e1b1c483fe1292407e9cd25b2,689,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/parsing/phase2b_common.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/parsing/phase2b_common.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,904b2d9bc2a9f9b11bc1317feb3bb5e47171d87529a66a15ca017f198cc40577,5244,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/parsing/phase2c_url_parser.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/parsing/phase2c_url_parser.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,d7735660fed1e71fd236dfc4a1b1f8fdba5ad35ccb46db684ef2afd082241cd3,6547,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/splits/README.md,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/splits/README.md,SOURCE_CODE,COPIED_FROZEN_SCRIPT,ca7b8758431e377c9c9c28eea62ca5a69b1d4243fa5b43a546883e66dbc6bca8,463,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/splits/build_candidate_group_splits.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/splits/build_candidate_group_splits.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,70235bfa4339c84f60ed21bcb489f1a8751407501a64eb2afbfe91da68243513,4372,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
