experiment_id,regime,seed,model,metric,point_estimate,bootstrap_replicate_count,CI_lower,CI_upper,confidence_level,bootstrap_method,cluster_key,master_seed
UNCAPPED/A/2026/M1,A,2026,M1,Phishing Recall,0.9088961341406614,2000,0.8745737229502005,0.9332189772460708,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M1,A,2026,M1,Precision,0.7892735803268079,2000,0.7272984465264078,0.8351228706327811,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M1,A,2026,M1,FPR,0.33020661680821395,2000,0.3045010889031396,0.3573820280800666,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M1,A,2026,M1,Specificity,0.669793383191786,2000,0.6426179719199335,0.6954989110968605,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M1,A,2026,M1,Balanced Accuracy,0.7893447586662237,2000,0.7685458519645266,0.8076993771568282,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M1,A,2026,M1,ROC-AUC,0.8928694320232584,2000,0.8714924964191781,0.9140070508014307,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M2,A,2026,M2,MCC,0.9030554020326335,2000,0.8890225389302271,0.9140995544302741,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M2,A,2026,M2,PR-AUC,0.9927946984926963,2000,0.9883368089896629,0.9954891121019519,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M2,A,2026,M2,Macro F1,0.9514905043393911,2000,0.9444310011032029,0.957012435682816,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M2,A,2026,M2,Phishing Recall,0.9535165346995809,2000,0.9393508979976666,0.963700137669607,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M2,A,2026,M2,Precision,0.9637510592222954,2000,0.95048973812967,0.9734157625242362,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M2,A,2026,M2,FPR,0.048802129547471165,2000,0.042665421039126454,0.0559908726433599,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M2,A,2026,M2,Specificity,0.9511978704525288,2000,0.9440091273566401,0.9573345789608736,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M2,A,2026,M2,Balanced Accuracy,0.9523572025760548,2000,0.9446734651101532,0.958520844582823,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M2,A,2026,M2,ROC-AUC,0.9893570389763464,2000,0.9863409435600491,0.99165323637645,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M3,A,2026,M3,MCC,0.9768127117484725,2000,0.971915002436017,0.9807139905091733,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M3,A,2026,M3,PR-AUC,0.9993773093476845,2000,0.9987899142318183,0.9996750692657457,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M3,A,2026,M3,Macro F1,0.9884044907257281,2000,0.985954928473213,0.9903520311154762,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M3,A,2026,M3,Phishing Recall,0.9890079180251514,2000,0.9846091903709228,0.9922097276728854,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M3,A,2026,M3,Precision,0.9913165266106443,2000,0.9875617651595284,0.9940358051051652,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M3,A,2026,M3,FPR,0.011788566358220306,2000,0.009095881891432659,0.014478199643564166,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M3,A,2026,M3,Specificity,0.9882114336417797,2000,0.9855218003564358,0.9909041181085673,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M3,A,2026,M3,Balanced Accuracy,0.9886096758334655,2000,0.9860090475857743,0.9906355312940208,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M3,A,2026,M3,ROC-AUC,0.9991694023320663,2000,0.9987689574534757,0.9994594815054242,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M1,C,42,M1,MCC,0.5056340942387074,2000,0.36717431313141846,0.6241597122586977,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M1,C,42,M1,PR-AUC,0.9019344516229157,2000,0.8631651202675684,0.934868157543401,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M1,C,42,M1,Macro F1,0.7525083051954211,2000,0.6821576247616827,0.8091826737781069,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M1,C,42,M1,Phishing Recall,0.8097456442746669,2000,0.6994747273318657,0.8968493736779127,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M1,C,42,M1,Precision,0.783043517434003,2000,0.7474265605240263,0.8195387920965621,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M1,C,42,M1,FPR,0.3077316293929713,2000,0.24722016195735655,0.36960907443832935,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M1,C,42,M1,Specificity,0.6922683706070287,2000,0.6303909255616705,0.7527798380426434,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M1,C,42,M1,Balanced Accuracy,0.7510070074408478,2000,0.6863085303875122,0.8064830886451613,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M1,C,42,M1,ROC-AUC,0.8408788993605759,2000,0.7472953161086016,0.9064647072479123,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M2,C,42,M2,MCC,0.7056783915249681,2000,0.597778755388815,0.7990327790769748,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M2,C,42,M2,PR-AUC,0.939462877062331,2000,0.9043233530227903,0.9684765132673413,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M2,C,42,M2,Macro F1,0.8478146950682592,2000,0.7822753791259206,0.8985453324087147,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M2,C,42,M2,Phishing Recall,0.8033168731948197,2000,0.7053102262391386,0.8850633377992102,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M2,C,42,M2,Precision,0.9254051733390576,2000,0.9027160241257638,0.9464577575077936,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M2,C,42,M2,FPR,0.08881789137380192,2000,0.06322568473311829,0.11843296482289802,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M2,C,42,M2,Specificity,0.9111821086261981,2000,0.881567035177102,0.9367743152668817,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M2,C,42,M2,Balanced Accuracy,0.8572494909105088,2000,0.804699075958441,0.9013003504843474,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M2,C,42,M2,ROC-AUC,0.9018030325986945,2000,0.822086752556808,0.9566699559434608,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M3,C,42,M3,MCC,0.8252941465082957,2000,0.7274928583064275,0.8931984704752927,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M3,C,42,M3,PR-AUC,0.9837919079786759,2000,0.9740964862924401,0.9912197087177288,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M3,C,42,M3,Macro F1,0.9121902828715656,2000,0.8588606630977659,0.9465757270789622,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M3,C,42,M3,Phishing Recall,0.9064567222584552,2000,0.8247309545585615,0.9571723169485512,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M3,C,42,M3,Precision,0.9422760290556901,2000,0.922916026288781,0.9596959989779266,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M3,C,42,M3,FPR,0.07616613418530352,2000,0.05312847833990547,0.10069853585437151,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M3,C,42,M3,Specificity,0.9238338658146965,2000,0.8993014641456284,0.9468715216600945,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M3,C,42,M3,Balanced Accuracy,0.9151452940365759,2000,0.871717601534632,0.9467939477422018,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/42/M3,C,42,M3,ROC-AUC,0.9770977746515852,2000,0.9607712419174181,0.9881596890632386,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M1,C,123,M1,MCC,0.5482140168242333,2000,0.40752495845563835,0.6445108849128374,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M1,C,123,M1,PR-AUC,0.892254136882351,2000,0.7977558650903003,0.9448724569457962,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M1,C,123,M1,Macro F1,0.7739022451675575,2000,0.7009163029303791,0.8204187499753954,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M1,C,123,M1,Phishing Recall,0.7880723128315975,2000,0.6439393962416443,0.872381100453569,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M1,C,123,M1,Precision,0.8111852750809061,2000,0.6687408433771789,0.9051654185781554,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M1,C,123,M1,FPR,0.2378343949044586,2000,0.18705590581475603,0.28993580780587436,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M1,C,123,M1,Specificity,0.7621656050955414,2000,0.7100641921941256,0.8129440941852439,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M1,C,123,M1,Balanced Accuracy,0.7751189589635694,2000,0.7032968432147939,0.8263215314968089,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M1,C,123,M1,ROC-AUC,0.8443982337325541,2000,0.7155114694791127,0.9128884357088913,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M2,C,123,M2,MCC,0.7800841476358742,2000,0.6019784047831361,0.8775773568270121,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M2,C,123,M2,PR-AUC,0.9557010390241578,2000,0.8562813446870807,0.9873634304361867,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M2,C,123,M2,Macro F1,0.8892816044479748,2000,0.7901035306550663,0.9387092220433655,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M2,C,123,M2,Phishing Recall,0.8772843387698959,2000,0.6732571283452317,0.9623756698611082,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M2,C,123,M2,Precision,0.9247100248550124,2000,0.8390518081998499,0.9653038463846592,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M2,C,123,M2,FPR,0.09261146496815287,2000,0.06773575580589891,0.12063517469211077,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M2,C,123,M2,Specificity,0.9073885350318471,2000,0.8793648253078892,0.932264244194101,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M2,C,123,M2,Balanced Accuracy,0.8923364369008715,2000,0.7913131483245612,0.9374603445615154,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M2,C,123,M2,ROC-AUC,0.9336158793851608,2000,0.8202855592524653,0.979384614807426,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M3,C,123,M3,MCC,0.8394232957251493,2000,0.7169824001415531,0.9052810793058256,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M3,C,123,M3,PR-AUC,0.9811965898008344,2000,0.9500386210531013,0.9923615340775249,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M3,C,123,M3,Macro F1,0.9196947320368519,2000,0.8561196812777104,0.9522706472395249,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M3,C,123,M3,Phishing Recall,0.9338769895853802,2000,0.8049311031777103,0.9798927980129055,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M3,C,123,M3,Precision,0.9269553345036083,2000,0.8485700313395643,0.9663989237030807,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M3,C,123,M3,FPR,0.0954140127388535,2000,0.06993372081120605,0.12357845266503635,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M3,C,123,M3,Specificity,0.9045859872611465,2000,0.8764215473349636,0.930066279188794,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M3,C,123,M3,Balanced Accuracy,0.9192314884232633,2000,0.8578627583047393,0.9496570128949993,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/123/M3,C,123,M3,ROC-AUC,0.9773517628255272,2000,0.9562999785093217,0.9886302119774277,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M1,C,456,M1,MCC,0.6054253829972591,2000,0.5431760758952034,0.6662828008049715,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M1,C,456,M1,PR-AUC,0.899107055065945,2000,0.8700425303871512,0.9245521745329024,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M1,C,456,M1,Macro F1,0.7920230295057954,2000,0.7535051270647513,0.8268830429572193,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M1,C,456,M1,Phishing Recall,0.9028169014084507,2000,0.8818301252769786,0.9189000298495463,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M1,C,456,M1,Precision,0.7265926093856269,2000,0.6701928776006422,0.7803183004667121,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M1,C,456,M1,FPR,0.3062857142857143,2000,0.24278889139760668,0.37150543209127335,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M1,C,456,M1,Specificity,0.6937142857142857,2000,0.6284945679087266,0.7572111086023933,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M1,C,456,M1,Balanced Accuracy,0.7982655935613683,2000,0.7643558732178453,0.8307914614970071,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M1,C,456,M1,ROC-AUC,0.8985163156718087,2000,0.8713552428157217,0.9209806585155345,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M2,C,456,M2,MCC,0.7020391037945702,2000,0.6010719805602572,0.7905189946328149,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M2,C,456,M2,PR-AUC,0.934766642219702,2000,0.899981303852932,0.96301189529324,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M2,C,456,M2,Macro F1,0.8509886247306517,2000,0.7980081397586601,0.8946812195665105,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M2,C,456,M2,Phishing Recall,0.8370422535211267,2000,0.7393663933843214,0.9141712954841409,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M2,C,456,M2,Precision,0.8477888730385164,2000,0.8065876693393472,0.8852552269414374,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M2,C,456,M2,FPR,0.1354920634920635,2000,0.09942221921881336,0.176398233583456,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M2,C,456,M2,Specificity,0.8645079365079366,2000,0.8236017664165439,0.9005777807811867,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M2,C,456,M2,Balanced Accuracy,0.8507750950145316,2000,0.7988279081011576,0.8962742851643053,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M2,C,456,M2,ROC-AUC,0.9424928772635814,2000,0.9166954473726583,0.9639748275840179,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M3,C,456,M3,MCC,0.8656947554449653,2000,0.8329708402437115,0.8953736460978948,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M3,C,456,M3,PR-AUC,0.9785088033660152,2000,0.9673766053669709,0.9874024885030409,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M3,C,456,M3,Macro F1,0.9320521954889599,2000,0.9146867110825704,0.9475053434257528,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M3,C,456,M3,Phishing Recall,0.9591549295774648,2000,0.9496392177144389,0.9681250842739068,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M3,C,456,M3,Precision,0.9035425235504843,2000,0.8703011264480202,0.93271761293797,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M3,C,456,M3,FPR,0.09231746031746031,2000,0.06371333284843214,0.12426480496839852,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M3,C,456,M3,Specificity,0.9076825396825396,2000,0.8757351950316015,0.9362866671515679,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M3,C,456,M3,Balanced Accuracy,0.9334187346300022,2000,0.9168172862734303,0.948427070650642,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/456/M3,C,456,M3,ROC-AUC,0.980675752291527,2000,0.9699926452249839,0.9883992146415089,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/789/M1,C,789,M1,MCC,0.6399716516527564,2000,0.5023331376402604,0.7278015136479379,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/789/M1,C,789,M1,PR-AUC,0.924881264043468,2000,0.8452391608359756,0.9701754569809753,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/789/M1,C,789,M1,Macro F1,0.8138063980047401,2000,0.715989396470726,0.8546622325778499,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/789/M1,C,789,M1,Phishing Recall,0.9195081050866406,2000,0.8744656970983871,0.9735591783723244,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/789/M1,C,789,M1,Precision,0.8049914362613164,2000,0.514564240822518,0.8970771369682932,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/789/M1,C,789,M1,FPR,0.3059892500639877,2000,0.24995290115463523,0.36615027513258397,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/C/789/M1,C,789,M1,Specificity,0.6940107499360123,2000,0.633849724867416,0.7500470988453647,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
