site_frame_id,tranco_rank,tranco_domain,request_started_at,request_finished_at,request_status,records_returned,retry_count,error_type
tfv1:000527,43781,kbcard.com,2026-08-21T14:49:03+00:00,2026-08-21T14:49:05+00:00,COMPLETED,50,0,
tfv1:000528,43920,txdmv.gov,2026-08-21T14:49:06+00:00,2026-08-21T14:49:21+00:00,COMPLETED,50,0,
tfv1:000529,43945,comicland.org,2026-08-21T14:49:23+00:00,2026-08-21T14:49:24+00:00,COMPLETED,0,0,
tfv1:000530,44074,americanheart.org,2026-08-21T14:49:25+00:00,2026-08-21T14:49:27+00:00,COMPLETED,0,0,
tfv1:000531,44164,cost.eu,2026-08-21T14:49:28+00:00,2026-08-21T14:49:32+00:00,COMPLETED,50,0,
tfv1:000532,44262,duowan.com,2026-08-21T14:49:34+00:00,2026-08-21T14:49:35+00:00,COMPLETED,5,0,
tfv1:000533,44582,dnparking.com,2026-08-21T14:49:37+00:00,2026-08-21T14:49:38+00:00,COMPLETED,0,0,
tfv1:000534,44665,rnib.org.uk,2026-08-21T14:49:39+00:00,2026-08-21T14:49:41+00:00,COMPLETED,50,0,
tfv1:000535,44677,misitiohostgator.com,2026-08-21T14:49:43+00:00,2026-08-21T14:49:46+00:00,COMPLETED,0,0,
tfv1:000536,44758,cpanellogin.net,2026-08-21T14:49:48+00:00,2026-08-21T14:49:53+00:00,COMPLETED,0,0,
tfv1:000537,44808,iceporn.com,2026-08-21T14:49:55+00:00,2026-08-21T14:49:57+00:00,COMPLETED,50,0,
tfv1:000538,44809,modernluxury.com,2026-08-21T14:49:58+00:00,2026-08-21T14:50:01+00:00,COMPLETED,14,0,
tfv1:000539,44912,americangirl.com,2026-08-21T14:50:03+00:00,2026-08-21T14:50:04+00:00,COMPLETED,46,0,
tfv1:000540,45005,revistagq.com,2026-08-21T14:50:06+00:00,2026-08-21T14:50:08+00:00,COMPLETED,0,0,
tfv1:000541,45006,grin.com,2026-08-21T14:50:10+00:00,2026-08-21T14:50:11+00:00,COMPLETED,50,0,
tfv1:000542,45142,ai-db.science,2026-08-21T14:50:13+00:00,2026-08-21T14:50:17+00:00,COMPLETED,50,0,
tfv1:000543,45143,getkeepsafe.com,2026-08-21T14:50:18+00:00,2026-08-21T14:50:21+00:00,COMPLETED,22,0,
tfv1:000544,45147,panasia.cn,2026-08-21T14:50:22+00:00,2026-08-21T14:50:23+00:00,COMPLETED,23,0,
tfv1:000545,45191,ahml.ru,2026-08-21T14:50:25+00:00,2026-08-21T14:50:45+00:00,FAILED,0,1,HTTP_504
tfv1:000546,45235,shopee.cn,2026-08-21T14:50:47+00:00,2026-08-21T14:50:49+00:00,COMPLETED,35,0,
tfv1:000547,45273,nekomi.cn,2026-08-21T14:50:51+00:00,2026-08-21T14:51:00+00:00,COMPLETED,0,1,
tfv1:000548,45288,veolia.com,2026-08-21T14:51:02+00:00,2026-08-21T14:51:11+00:00,COMPLETED,50,0,
tfv1:000549,45323,courtreserve.com,2026-08-21T14:51:13+00:00,2026-08-21T14:51:16+00:00,COMPLETED,50,0,
tfv1:000550,45340,cdn4ads.com,2026-08-21T14:51:18+00:00,2026-08-21T14:51:21+00:00,COMPLETED,2,0,
tfv1:000551,45344,quickplay.com,2026-08-21T14:51:36+00:00,2026-08-21T14:51:37+00:00,COMPLETED,14,0,
tfv1:000552,45349,atrl.net,2026-08-21T14:51:38+00:00,2026-08-21T14:51:44+00:00,COMPLETED,50,0,
tfv1:000553,45352,jirenjituan.com,2026-08-21T14:51:45+00:00,2026-08-21T14:51:48+00:00,COMPLETED,0,0,
tfv1:000554,45400,superherohype.com,2026-08-21T14:51:50+00:00,2026-08-21T14:51:52+00:00,COMPLETED,50,0,
tfv1:000555,45428,centraldasapostas.net,2026-08-21T14:51:54+00:00,2026-08-21T14:51:55+00:00,COMPLETED,0,0,
tfv1:000556,45534,mycomicshop.com,2026-08-21T14:51:57+00:00,2026-08-21T14:51:59+00:00,COMPLETED,50,0,
tfv1:000557,45561,vml.com,2026-08-21T14:52:01+00:00,2026-08-21T14:52:02+00:00,COMPLETED,0,0,
tfv1:000558,45601,segodnya.ua,2026-08-21T14:52:04+00:00,2026-08-21T14:52:06+00:00,COMPLETED,0,0,
tfv1:000559,45714,funeral-nsk.ru,2026-08-21T14:52:07+00:00,2026-08-21T14:52:10+00:00,COMPLETED,5,0,
tfv1:000560,45742,peerspace.com,2026-08-21T14:52:12+00:00,2026-08-21T14:52:22+00:00,COMPLETED,50,1,
tfv1:000561,45756,md-hq.com,2026-08-21T14:52:24+00:00,2026-08-21T14:52:25+00:00,COMPLETED,21,0,
tfv1:000562,45792,aecf.org,2026-08-21T14:52:27+00:00,2026-08-21T14:52:29+00:00,COMPLETED,2,0,
tfv1:000563,45906,systembolaget.se,2026-08-21T14:52:31+00:00,2026-08-21T14:52:33+00:00,COMPLETED,50,0,
tfv1:000564,45910,elliot.ai,2026-08-21T14:52:34+00:00,2026-08-21T14:52:36+00:00,COMPLETED,0,0,
tfv1:000565,46032,teinon.net,2026-08-21T14:52:37+00:00,2026-08-21T14:52:38+00:00,COMPLETED,0,0,
tfv1:000566,46067,btselem.org,2026-08-21T14:52:40+00:00,2026-08-21T14:52:41+00:00,COMPLETED,0,0,
tfv1:000567,46155,adult-chess.com,2026-08-21T14:52:43+00:00,2026-08-21T14:52:47+00:00,COMPLETED,0,0,
tfv1:000568,46179,hoeffner.de,2026-08-21T14:52:49+00:00,2026-08-21T14:52:54+00:00,COMPLETED,50,0,
tfv1:000569,46211,de-en-es.com,2026-08-21T14:52:56+00:00,2026-08-21T14:52:57+00:00,COMPLETED,0,0,
tfv1:000570,46257,indebuurt.nl,2026-08-21T14:52:59+00:00,2026-08-21T14:53:00+00:00,COMPLETED,0,0,
tfv1:000571,46302,peppaquiz.com,2026-08-21T14:53:01+00:00,2026-08-21T14:53:04+00:00,COMPLETED,0,0,
tfv1:000572,46334,getbring.com,2026-08-21T14:53:05+00:00,2026-08-21T14:53:10+00:00,COMPLETED,50,0,
tfv1:000573,46347,voovmeeting.com,2026-08-21T14:53:12+00:00,2026-08-21T14:53:13+00:00,COMPLETED,6,0,
tfv1:000574,46423,multigamezone.com,2026-08-21T14:53:15+00:00,2026-08-21T14:53:19+00:00,COMPLETED,0,0,
tfv1:000575,46501,republic.com,2026-08-21T14:53:21+00:00,2026-08-21T14:53:35+00:00,COMPLETED,25,1,
tfv1:000576,46531,netbreeze.net,2026-08-21T14:53:50+00:00,2026-08-21T14:53:51+00:00,COMPLETED,25,0,
tfv1:000577,46630,sis001.com,2026-08-21T14:53:53+00:00,2026-08-21T14:53:58+00:00,COMPLETED,0,0,
tfv1:000578,46693,napps-3.com,2026-08-21T14:54:00+00:00,2026-08-21T14:54:01+00:00,COMPLETED,0,0,
tfv1:000579,46760,yomi.mobi,2026-08-21T14:54:02+00:00,2026-08-21T14:54:07+00:00,COMPLETED,50,0,
tfv1:000580,46782,shanghaidisneyresort.com,2026-08-21T14:54:09+00:00,2026-08-21T14:54:12+00:00,COMPLETED,50,0,
tfv1:000581,46790,akulaku.com,2026-08-21T14:54:14+00:00,2026-08-21T14:54:20+00:00,COMPLETED,50,0,
tfv1:000582,46897,techmahindra.com,2026-08-21T14:54:22+00:00,2026-08-21T14:54:23+00:00,COMPLETED,50,0,
tfv1:000583,46988,shopmicas.com,2026-08-21T14:54:25+00:00,2026-08-21T14:54:28+00:00,COMPLETED,2,0,
tfv1:000584,47043,polarchefs.com,2026-08-21T14:54:30+00:00,2026-08-21T14:54:31+00:00,COMPLETED,4,0,
tfv1:000585,47171,directideleteddomain.info,2026-08-21T14:54:33+00:00,2026-08-21T14:54:34+00:00,COMPLETED,0,0,
tfv1:000586,47183,calabriocloud.com,2026-08-21T14:54:36+00:00,2026-08-21T14:54:38+00:00,COMPLETED,3,0,
tfv1:000587,47297,lakeland.co.uk,2026-08-21T14:54:40+00:00,2026-08-21T14:54:41+00:00,COMPLETED,6,0,
tfv1:000588,47335,bingviz.com,2026-08-21T14:54:43+00:00,2026-08-21T14:54:44+00:00,COMPLETED,0,0,
tfv1:000589,47424,pinpoll.com,2026-08-21T14:54:46+00:00,2026-08-21T14:54:47+00:00,COMPLETED,40,0,
tfv1:000590,47728,marvelvsdc.faith,2026-08-21T14:54:49+00:00,2026-08-21T14:54:50+00:00,COMPLETED,0,0,
tfv1:000591,47729,dongqiudi.com,2026-08-21T14:54:52+00:00,2026-08-21T14:54:53+00:00,COMPLETED,2,0,
tfv1:000592,47763,ufyct.com,2026-08-21T14:54:55+00:00,2026-08-21T14:54:56+00:00,COMPLETED,0,0,
tfv1:000593,47788,wongcw.com,2026-08-21T14:54:58+00:00,2026-08-21T14:55:01+00:00,COMPLETED,50,0,
tfv1:000594,47838,ndl.gov.in,2026-08-21T14:55:03+00:00,2026-08-21T14:55:05+00:00,COMPLETED,50,0,
tfv1:000595,47941,lytest.tk,2026-08-21T14:55:07+00:00,2026-08-21T14:55:10+00:00,COMPLETED,0,0,
tfv1:000596,47958,4travel.jp,2026-08-21T14:55:12+00:00,2026-08-21T14:55:15+00:00,COMPLETED,50,0,
tfv1:000597,48010,22xploitercrew.com,2026-08-21T14:55:17+00:00,2026-08-21T14:55:18+00:00,COMPLETED,0,0,
tfv1:000598,48050,netban.cn,2026-08-21T14:55:20+00:00,2026-08-21T14:55:27+00:00,COMPLETED,3,0,
tfv1:000599,48176,zooplus.es,2026-08-21T14:55:28+00:00,2026-08-21T14:55:47+00:00,COMPLETED,50,1,
tfv1:000600,48243,intakeq.com,2026-08-21T14:55:49+00:00,2026-08-21T14:55:51+00:00,COMPLETED,50,0,
tfv1:000601,48252,bfh.ch,2026-08-21T14:56:06+00:00,2026-08-21T14:56:09+00:00,COMPLETED,50,0,
tfv1:000602,48279,lyricfind.com,2026-08-21T14:56:11+00:00,2026-08-21T14:56:12+00:00,COMPLETED,14,0,
tfv1:000603,48285,veriff.me,2026-08-21T14:56:14+00:00,2026-08-21T14:56:15+00:00,COMPLETED,0,0,
tfv1:000604,48312,turboquestz.com,2026-08-21T14:56:16+00:00,2026-08-21T14:56:19+00:00,COMPLETED,0,0,
tfv1:000605,48556,hallmarkchannel.com,2026-08-21T14:56:21+00:00,2026-08-21T14:56:25+00:00,COMPLETED,50,0,
tfv1:000606,48565,multimango.com,2026-08-21T14:56:27+00:00,2026-08-21T14:56:31+00:00,COMPLETED,0,0,
tfv1:000607,48619,car2go.com,2026-08-21T14:56:33+00:00,2026-08-21T14:56:35+00:00,COMPLETED,0,0,
tfv1:000608,48699,plex.com,2026-08-21T14:56:37+00:00,2026-08-21T14:56:41+00:00,COMPLETED,24,0,
tfv1:000609,48791,pagaleve.com.br,2026-08-21T14:56:43+00:00,2026-08-21T14:56:44+00:00,COMPLETED,36,0,
tfv1:000610,48963,makmur76.top,2026-08-21T14:56:46+00:00,2026-08-21T14:56:52+00:00,COMPLETED,0,0,
tfv1:000611,48997,kinoteatr.ru,2026-08-21T14:56:54+00:00,2026-08-21T14:56:59+00:00,COMPLETED,50,0,
tfv1:000612,49024,brusnika.ltd,2026-08-21T14:57:00+00:00,2026-08-21T14:57:03+00:00,COMPLETED,0,0,
tfv1:000613,49053,netalerts.io,2026-08-21T14:57:04+00:00,2026-08-21T14:57:13+00:00,COMPLETED,0,1,
tfv1:000614,49087,lesscss.org,2026-08-21T14:57:15+00:00,2026-08-21T14:57:17+00:00,COMPLETED,2,0,
tfv1:000615,49097,pathologyoutlines.com,2026-08-21T14:57:19+00:00,2026-08-21T14:57:20+00:00,COMPLETED,1,0,
tfv1:000616,49253,odbm.org,2026-08-21T14:57:21+00:00,2026-08-21T14:57:25+00:00,COMPLETED,50,0,
tfv1:000617,49454,nzb.life,2026-08-21T14:57:27+00:00,2026-08-21T14:57:30+00:00,COMPLETED,0,0,
tfv1:000618,49535,playdigo.live,2026-08-21T14:57:32+00:00,2026-08-21T14:57:33+00:00,COMPLETED,0,0,
tfv1:000619,49566,hnu.edu.cn,2026-08-21T14:57:35+00:00,2026-08-21T14:57:36+00:00,COMPLETED,50,0,
tfv1:000620,49639,gagadget.com,2026-08-21T14:57:38+00:00,2026-08-21T14:57:40+00:00,COMPLETED,50,0,
tfv1:000621,49729,businessdictionary.com,2026-08-21T14:57:42+00:00,2026-08-21T14:57:43+00:00,COMPLETED,0,0,
tfv1:000622,49754,eon.de,2026-08-21T14:57:44+00:00,2026-08-21T14:57:46+00:00,COMPLETED,7,0,
tfv1:000623,49759,animetosho.org,2026-08-21T14:57:48+00:00,2026-08-21T14:57:52+00:00,COMPLETED,50,0,
tfv1:000624,49910,synapse.ne.jp,2026-08-21T14:57:53+00:00,2026-08-21T14:57:56+00:00,COMPLETED,50,0,
tfv1:000625,49921,go.yandex,2026-08-21T14:57:58+00:00,2026-08-21T14:57:59+00:00,COMPLETED,50,0,
tfv1:000626,50076,w3line.fr,2026-08-21T15:14:13+00:00,2026-08-21T15:14:15+00:00,COMPLETED,4,0,
tfv1:000627,50169,ipcam.so,2026-08-21T15:14:17+00:00,2026-08-21T15:14:19+00:00,COMPLETED,0,0,
tfv1:000628,50176,escapadarural.com,2026-08-21T15:14:21+00:00,2026-08-21T15:14:23+00:00,COMPLETED,50,0,
tfv1:000629,50531,activablog.com,2026-08-21T15:14:25+00:00,2026-08-21T15:14:26+00:00,COMPLETED,0,0,
tfv1:000630,50616,mmsrg.com,2026-08-21T15:14:28+00:00,2026-08-21T15:14:30+00:00,COMPLETED,0,0,
tfv1:000631,50666,tgrthaber.com,2026-08-21T15:14:32+00:00,2026-08-21T15:14:33+00:00,COMPLETED,0,0,
tfv1:000632,50804,majestic-rp.ru,2026-08-21T15:14:35+00:00,2026-08-21T15:14:36+00:00,COMPLETED,2,0,
tfv1:000633,50830,serveftp.com,2026-08-21T15:14:38+00:00,2026-08-21T15:14:44+00:00,COMPLETED,13,0,
tfv1:000634,50897,aeon.jp,2026-08-21T15:14:45+00:00,2026-08-21T15:14:47+00:00,COMPLETED,50,0,
tfv1:000635,50928,nacional.hr,2026-08-21T15:14:49+00:00,2026-08-21T15:14:50+00:00,COMPLETED,0,0,
tfv1:000636,51006,kenyans.co.ke,2026-08-21T15:14:52+00:00,2026-08-21T15:14:53+00:00,COMPLETED,0,0,
tfv1:000637,51131,uvigo.gal,2026-08-21T15:14:55+00:00,2026-08-21T15:14:56+00:00,COMPLETED,50,0,
tfv1:000638,51336,wyndhamdestinations.com,2026-08-21T15:14:58+00:00,2026-08-21T15:14:59+00:00,COMPLETED,50,0,
tfv1:000639,51360,efset.org,2026-08-21T15:15:01+00:00,2026-08-21T15:15:02+00:00,COMPLETED,50,0,
tfv1:000640,51438,vitalchek.com,2026-08-21T15:15:04+00:00,2026-08-21T15:15:05+00:00,COMPLETED,50,0,
tfv1:000641,51683,vibescm.com,2026-08-21T15:15:07+00:00,2026-08-21T15:15:08+00:00,COMPLETED,5,0,
tfv1:000642,51696,delta.nl,2026-08-21T15:15:10+00:00,2026-08-21T15:15:12+00:00,COMPLETED,4,0,
tfv1:000643,51881,riteaid.com,2026-08-21T15:15:13+00:00,2026-08-21T15:15:15+00:00,COMPLETED,50,0,
tfv1:000644,51892,opendatausa.com,2026-08-21T15:15:17+00:00,2026-08-21T15:15:18+00:00,COMPLETED,0,0,
tfv1:000645,51898,pydantic.dev,2026-08-21T15:15:19+00:00,2026-08-21T15:15:21+00:00,COMPLETED,50,0,
tfv1:000646,52034,joingy.com,2026-08-21T15:15:22+00:00,2026-08-21T15:15:23+00:00,COMPLETED,0,0,
tfv1:000647,52140,taraabar.net,2026-08-21T15:15:25+00:00,2026-08-21T15:15:29+00:00,COMPLETED,50,0,
tfv1:000648,52187,flowingdata.com,2026-08-21T15:15:32+00:00,2026-08-21T15:15:33+00:00,COMPLETED,11,0,
tfv1:000649,52353,alc.ca,2026-08-21T15:15:35+00:00,2026-08-21T15:15:39+00:00,COMPLETED,50,0,
tfv1:000650,52405,papamurphys.com,2026-08-21T15:15:41+00:00,2026-08-21T15:15:45+00:00,COMPLETED,50,0,
tfv1:000651,52427,obama.org,2026-08-21T15:16:44+00:00,2026-08-21T15:16:47+00:00,COMPLETED,50,0,
tfv1:000652,52584,navitime.jp,2026-08-21T15:16:49+00:00,2026-08-21T15:16:55+00:00,COMPLETED,4,0,
tfv1:000653,52613,paymentech.net,2026-08-21T15:16:57+00:00,2026-08-21T15:16:59+00:00,COMPLETED,0,0,
tfv1:000654,52637,maregionsud.fr,2026-08-21T15:17:01+00:00,2026-08-21T15:17:05+00:00,COMPLETED,50,0,
tfv1:000655,52639,showup.tv,2026-08-21T15:17:07+00:00,2026-08-21T15:17:09+00:00,COMPLETED,0,0,
tfv1:000656,52692,merrjep.al,2026-08-21T15:17:10+00:00,2026-08-21T15:17:12+00:00,COMPLETED,0,0,
tfv1:000657,52861,tobb.org.tr,2026-08-21T15:17:14+00:00,2026-08-21T15:17:15+00:00,COMPLETED,50,0,
tfv1:000658,52983,hongkongdisneyland.com,2026-08-21T15:17:17+00:00,2026-08-21T15:17:21+00:00,COMPLETED,50,0,
tfv1:000659,53015,zybang.com,2026-08-21T15:17:23+00:00,2026-08-21T15:17:25+00:00,COMPLETED,1,0,
tfv1:000660,53215,fashionclyp.com,2026-08-21T15:17:27+00:00,2026-08-21T15:17:28+00:00,COMPLETED,0,0,
tfv1:000661,53368,france2.fr,2026-08-21T15:17:30+00:00,2026-08-21T15:17:31+00:00,COMPLETED,0,0,
tfv1:000662,53383,una.ac.cr,2026-08-21T15:17:33+00:00,2026-08-21T15:17:35+00:00,COMPLETED,50,0,
tfv1:000663,53414,b2match.com,2026-08-21T15:17:37+00:00,2026-08-21T15:17:38+00:00,COMPLETED,50,0,
tfv1:000664,53514,chipy.com,2026-08-21T15:17:40+00:00,2026-08-21T15:17:42+00:00,COMPLETED,0,0,
tfv1:000665,53553,webicom.si,2026-08-21T15:17:44+00:00,2026-08-21T15:17:45+00:00,COMPLETED,1,0,
tfv1:000666,53574,spintheblog.com,2026-08-21T15:17:47+00:00,2026-08-21T15:17:48+00:00,COMPLETED,0,0,
tfv1:000667,53678,dtlr.com,2026-08-21T15:17:50+00:00,2026-08-21T15:17:54+00:00,COMPLETED,50,0,
tfv1:000668,53909,sokolov.ru,2026-08-21T15:17:56+00:00,2026-08-21T15:18:05+00:00,COMPLETED,0,0,
tfv1:000669,53948,havells.com,2026-08-21T15:18:07+00:00,2026-08-21T15:18:09+00:00,COMPLETED,50,0,
tfv1:000670,54283,drmtoday.com,2026-08-21T15:18:11+00:00,2026-08-21T15:18:20+00:00,COMPLETED,1,1,
tfv1:000671,54485,tiiny.site,2026-08-21T15:18:22+00:00,2026-08-21T15:18:26+00:00,COMPLETED,12,0,
tfv1:000672,54497,lululemon.com.au,2026-08-21T15:18:28+00:00,2026-08-21T15:18:33+00:00,COMPLETED,0,0,
tfv1:000673,54520,b-orie.com.cn,2026-08-21T15:18:35+00:00,2026-08-21T15:18:36+00:00,COMPLETED,3,0,
tfv1:000674,54576,zhschip.com,2026-08-21T15:18:38+00:00,2026-08-21T15:18:43+00:00,COMPLETED,50,0,
tfv1:000675,54665,v-bets.win,2026-08-21T15:18:45+00:00,2026-08-21T15:18:48+00:00,COMPLETED,0,0,
tfv1:000676,54680,csustan.edu,2026-08-21T15:18:53+00:00,2026-08-21T15:18:58+00:00,COMPLETED,50,0,
tfv1:000677,54841,pixelmuose.com,2026-08-21T15:19:00+00:00,2026-08-21T15:19:01+00:00,COMPLETED,0,0,
tfv1:000678,54856,spankingtube.com,2026-08-21T15:19:03+00:00,2026-08-21T15:19:04+00:00,COMPLETED,0,0,
tfv1:000679,54904,imobiliare.ro,2026-08-21T15:19:06+00:00,2026-08-21T15:19:07+00:00,COMPLETED,50,0,
tfv1:000680,54920,initvv.com,2026-08-21T15:19:09+00:00,2026-08-21T15:19:16+00:00,COMPLETED,0,0,
tfv1:000681,54981,ttzgame.com,2026-08-21T15:19:18+00:00,2026-08-21T15:19:21+00:00,COMPLETED,0,0,
tfv1:000682,55176,spinics.net,2026-08-21T15:19:23+00:00,2026-08-21T15:19:25+00:00,COMPLETED,0,0,
tfv1:000683,55264,pom.go.id,2026-08-21T15:19:27+00:00,2026-08-21T15:19:29+00:00,COMPLETED,50,0,
tfv1:000684,55272,chipdocs.com,2026-08-21T15:19:31+00:00,2026-08-21T15:19:34+00:00,COMPLETED,50,0,
tfv1:000685,55321,telecominfraproject.com,2026-08-21T15:19:36+00:00,2026-08-21T15:19:38+00:00,COMPLETED,50,0,
tfv1:000686,55583,science.gov,2026-08-21T15:19:40+00:00,2026-08-21T15:19:45+00:00,COMPLETED,38,0,
tfv1:000687,55611,batteriesplus.com,2026-08-21T15:19:46+00:00,2026-08-21T15:19:49+00:00,COMPLETED,0,0,
tfv1:000688,55680,picodi.com,2026-08-21T15:19:50+00:00,2026-08-21T15:19:53+00:00,COMPLETED,50,0,
tfv1:000689,55772,snap.net.nz,2026-08-21T15:19:54+00:00,2026-08-21T15:19:56+00:00,COMPLETED,0,0,
tfv1:000690,55924,ultranova12.com,2026-08-21T15:19:57+00:00,2026-08-21T15:19:59+00:00,COMPLETED,0,0,
tfv1:000691,55980,recruitingbypaycor.com,2026-08-21T15:20:01+00:00,2026-08-21T15:20:02+00:00,COMPLETED,0,0,
tfv1:000692,55986,ticketsports.com.br,2026-08-21T15:20:04+00:00,2026-08-21T15:20:07+00:00,COMPLETED,50,0,
tfv1:000693,56099,nsn.fm,2026-08-21T15:20:09+00:00,2026-08-21T15:20:10+00:00,COMPLETED,50,0,
tfv1:000694,56109,nobodyschild.com,2026-08-21T15:20:12+00:00,2026-08-21T15:20:13+00:00,COMPLETED,2,0,
tfv1:000695,56368,tryhelium.com,2026-08-21T15:20:15+00:00,2026-08-21T15:20:16+00:00,COMPLETED,9,0,
tfv1:000696,56452,starrezhousing.com,2026-08-21T15:20:18+00:00,2026-08-21T15:20:20+00:00,COMPLETED,50,0,
tfv1:000697,56504,stillfront.com,2026-08-21T15:20:21+00:00,2026-08-21T15:20:23+00:00,COMPLETED,0,0,
tfv1:000698,56535,iris.tv,2026-08-21T15:20:25+00:00,2026-08-21T15:20:27+00:00,COMPLETED,50,0,
tfv1:000699,56578,core-vps.lv,2026-08-21T15:20:28+00:00,2026-08-21T15:20:30+00:00,COMPLETED,7,0,
tfv1:000700,56587,tmh.energy,2026-08-21T15:20:32+00:00,2026-08-21T15:20:33+00:00,COMPLETED,0,0,
tfv1:000701,56589,viooh.com,2026-08-21T15:20:38+00:00,2026-08-21T15:20:39+00:00,COMPLETED,50,0,
tfv1:000702,56679,ctmers.io,2026-08-21T15:20:41+00:00,2026-08-21T15:20:42+00:00,COMPLETED,0,0,
tfv1:000703,56724,materialise.com,2026-08-21T15:20:44+00:00,2026-08-21T15:20:46+00:00,COMPLETED,50,0,
tfv1:000704,56856,4p.de,2026-08-21T15:20:48+00:00,2026-08-21T15:20:49+00:00,COMPLETED,0,0,
tfv1:000705,56917,news.bg,2026-08-21T15:20:51+00:00,2026-08-21T15:20:55+00:00,COMPLETED,50,0,
tfv1:000706,56990,machinetools.com,2026-08-21T15:20:57+00:00,2026-08-21T15:20:58+00:00,COMPLETED,0,0,
tfv1:000707,57085,gmx.fr,2026-08-21T15:21:00+00:00,2026-08-21T15:21:02+00:00,COMPLETED,50,0,
tfv1:000708,57436,shareai.pro,2026-08-21T15:21:04+00:00,2026-08-21T15:21:05+00:00,COMPLETED,0,0,
tfv1:000709,57477,jellyneo.net,2026-08-21T15:21:07+00:00,2026-08-21T15:21:08+00:00,COMPLETED,50,0,
tfv1:000710,57497,bo3.gg,2026-08-21T15:21:10+00:00,2026-08-21T15:21:13+00:00,COMPLETED,50,0,
tfv1:000711,57507,mdlottery.com,2026-08-21T15:21:15+00:00,2026-08-21T15:21:29+00:00,COMPLETED,50,1,
tfv1:000712,57522,gentaur.com,2026-08-21T15:21:32+00:00,2026-08-21T15:21:34+00:00,COMPLETED,50,0,
tfv1:000713,57598,i-web.kr,2026-08-21T15:21:36+00:00,2026-08-21T15:21:38+00:00,COMPLETED,50,0,
tfv1:000714,57699,travala.com,2026-08-21T15:21:40+00:00,2026-08-21T15:21:41+00:00,COMPLETED,50,0,
tfv1:000715,57763,moshix2.net,2026-08-21T15:21:43+00:00,2026-08-21T15:21:45+00:00,COMPLETED,0,0,
tfv1:000716,57836,ashp.org,2026-08-21T15:21:47+00:00,2026-08-21T15:21:49+00:00,COMPLETED,50,0,
tfv1:000717,57908,intellectualreserveinc.org,2026-08-21T15:21:51+00:00,2026-08-21T15:21:54+00:00,COMPLETED,0,0,
tfv1:000718,57934,top-channel.tv,2026-08-21T15:21:56+00:00,2026-08-21T15:22:21+00:00,FAILED,0,1,HTTP_504
tfv1:000719,57958,leiphone.com,2026-08-21T15:22:23+00:00,2026-08-21T15:22:25+00:00,COMPLETED,50,0,
tfv1:000720,58150,revelup.com,2026-08-21T15:22:28+00:00,2026-08-21T15:22:32+00:00,COMPLETED,0,0,
tfv1:000721,58273,justone.ai,2026-08-21T15:22:34+00:00,2026-08-21T15:22:35+00:00,COMPLETED,0,0,
tfv1:000722,58274,swamp.net.au,2026-08-21T15:22:37+00:00,2026-08-21T15:22:38+00:00,COMPLETED,0,0,
tfv1:000723,58276,football365.fr,2026-08-21T15:22:40+00:00,2026-08-21T15:22:42+00:00,COMPLETED,50,0,
tfv1:000724,58296,kingtto.cn,2026-08-21T15:22:44+00:00,2026-08-21T15:22:58+00:00,COMPLETED,7,1,
tfv1:000725,58587,nextgen.com,2026-08-21T15:23:00+00:00,2026-08-21T15:23:03+00:00,COMPLETED,50,0,
tfv1:000726,58947,wbrc.com,2026-08-21T15:23:08+00:00,2026-08-21T15:23:14+00:00,COMPLETED,0,0,
tfv1:000727,58964,mastercard.de,2026-08-21T15:23:16+00:00,2026-08-21T15:23:19+00:00,COMPLETED,4,0,
tfv1:000728,59322,archeofuturae.com,2026-08-21T15:23:21+00:00,2026-08-21T15:23:35+00:00,COMPLETED,0,1,
tfv1:000729,59380,defencesecurityasia.com,2026-08-21T15:23:37+00:00,2026-08-21T15:23:39+00:00,COMPLETED,50,0,
tfv1:000730,59448,brsgolf.com,2026-08-21T15:23:41+00:00,2026-08-21T15:23:50+00:00,COMPLETED,2,1,
tfv1:000731,59480,entradium.com,2026-08-21T15:23:52+00:00,2026-08-21T15:23:53+00:00,COMPLETED,0,0,
tfv1:000732,59541,transas.com,2026-08-21T15:23:55+00:00,2026-08-21T15:23:57+00:00,COMPLETED,1,0,
tfv1:000733,59739,bboy1.com,2026-08-21T15:23:58+00:00,2026-08-21T15:24:00+00:00,COMPLETED,0,0,
tfv1:000734,59765,alisweb.org,2026-08-21T15:24:02+00:00,2026-08-21T15:24:03+00:00,COMPLETED,0,0,
tfv1:000735,59778,directauto.com,2026-08-21T15:24:05+00:00,2026-08-21T15:24:06+00:00,COMPLETED,50,0,
tfv1:000736,59944,cpost.cz,2026-08-21T15:24:08+00:00,2026-08-21T15:24:09+00:00,COMPLETED,1,0,
tfv1:000737,59969,apprenticeshipindia.gov.in,2026-08-21T15:24:11+00:00,2026-08-21T15:24:12+00:00,COMPLETED,0,0,
tfv1:000738,59987,springfarma.com,2026-08-21T15:24:14+00:00,2026-08-21T15:24:16+00:00,COMPLETED,5,0,
tfv1:000739,60027,holdemmanager.com,2026-08-21T15:24:18+00:00,2026-08-21T15:24:19+00:00,COMPLETED,50,0,
tfv1:000740,60091,leonbetcasino.org,2026-08-21T15:24:21+00:00,2026-08-21T15:24:23+00:00,COMPLETED,26,0,
tfv1:000741,60117,piapro.jp,2026-08-21T15:24:25+00:00,2026-08-21T15:24:28+00:00,COMPLETED,50,0,
